UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type
456,65432147635,654321,297.4,308.7,1429,57.4,96,0,0
457,12345629870,123456,297.3,308.7,1478,47.6,98,0,0
458,65432147637,654321,297.4,308.6,1276,53.6,103,0,0
459,65432147638,654321,297.3,308.6,1486,42.6,105,0,0
460,65432147639,654321,297.4,308.6,1476,42.3,107,0,0
461,12345629874,123456,297.3,308.6,1431,42,109,0,0
462,65432147641,654321,297.4,308.7,1402,40.2,114,0,0
463,65432147642,654321,297.4,308.7,1433,43.4,116,0,0
464,65432147643,654321,297.4,308.7,2874,4.2,118,1,1
465,65432147644,654321,297.3,308.6,1511,35.7,120,0,0
466,78912315325,789123,297.3,308.6,1456,42.9,122,0,0
467,65432147646,654321,297.2,308.5,1550,41.5,125,0,0
468,65432147647,654321,297.2,308.5,2182,16.5,127,0,0
469,65432147648,654321,297.3,308.7,1619,31.6,129,0,0
470,78912315329,789123,297.3,308.8,1586,32.7,131,0,0
471,12345629884,123456,297.3,308.8,1499,44.2,134,0,0
472,12345629885,123456,297.3,308.8,1419,42.4,139,0,0
473,78912315332,789123,297.4,309,1497,41.8,144,0,0
474,78912315333,789123,297.4,309,1520,37,147,0,0
475,65432147654,654321,297.4,309.1,1478,49.8,150,0,0
476,65432147655,654321,297.4,309.1,1380,41.1,152,0,0
477,65432147656,654321,297.4,309,1570,37.9,154,0,0
478,12345629891,123456,297.4,309,1468,41.4,156,0,0
479,65432147658,654321,297.4,309,1833,22.6,161,0,0
480,78912315339,789123,297.4,308.9,1323,57.3,163,0,0
481,65432147660,654321,297.4,309,1583,32,166,0,0
482,78912315341,789123,297.3,309,1556,39.5,168,0,0
483,65432147662,654321,297.3,309,1548,37.4,171,0,0
484,65432147663,654321,297.4,309,1324,56.9,173,0,0
485,65432147664,654321,297.4,309,1568,33.7,175,0,0
486,78912315345,789123,297.4,309,1685,30.7,177,0,0
487,78912315346,789123,297.4,309.1,1582,35.9,180,0,0
488,78912315347,789123,297.4,309.1,1463,35,183,0,0
489,65432147668,654321,297.4,309.2,1584,42.8,186,0,0
490,78912315349,789123,297.5,309.2,1347,55.8,188,0,0
491,65432147670,654321,297.4,309.2,1459,37.9,191,0,0
492,65432147671,654321,297.4,309.2,1420,45.6,193,0,0
493,65432147672,654321,297.5,309.3,1404,43.5,195,0,0
494,65432147673,654321,297.5,309.3,1470,38.8,197,0,0
495,65432147674,654321,297.6,309.4,1326,49.8,199,0,0
496,12345629909,123456,297.5,309.3,1459,49.7,201,0,0
497,78912315356,789123,297.5,309.2,1530,40,206,0,0
498,65432147677,654321,297.4,309,1505,39.2,209,0,0
499,65432147678,654321,297.5,309.1,1611,30.2,211,0,0
500,65432147679,654321,297.5,309.1,1515,35.1,213,0,0
501,78912315360,789123,297.5,309.2,1804,27.4,215,0,0
502,78912315361,789123,297.6,309.3,1464,46.2,218,0,0
503,65432147682,654321,297.6,309.2,1390,43.3,221,0,0
504,78912315363,789123,297.6,309.2,1442,48.1,0,0,0
505,78912315364,789123,297.6,309.3,1529,41.9,3,0,0
506,65432147685,654321,297.6,309.3,1610,35,6,0,0
507,65432147686,654321,297.6,309.3,1543,34.3,8,0,0
508,12345629921,123456,297.8,309.4,1445,48.2,10,0,0
509,65432147688,654321,297.7,309.3,1893,24.6,15,0,0
510,78912315369,789123,297.6,309.3,1415,41.3,17,0,0
511,65432147690,654321,297.5,309.3,1564,37.5,20,0,0
512,65432147691,654321,297.5,309.3,1479,39.4,22,0,0
513,65432147692,654321,297.5,309.2,1426,44.8,24,0,0
514,65432147693,654321,297.4,309.2,1428,38.8,26,0,0
515,65432147694,654321,297.4,309.2,1620,33.2,28,0,0
516,65432147695,654321,297.5,309.2,1715,28,30,0,0
517,65432147696,654321,297.5,309.3,1732,29.9,32,0,0
518,78912315377,789123,297.5,309.4,1391,58.2,34,0,0
519,65432147698,654321,297.6,309.5,1924,20.6,37,0,0
520,78912315379,789123,297.7,309.5,2027,19.8,39,0,0
521,65432147700,654321,297.6,309.5,1617,36.2,42,0,0
522,65432147701,654321,297.5,309.4,1497,35.8,44,0,0
523,78912315382,789123,297.5,309.5,1448,43.7,46,0,0
524,65432147703,654321,297.4,309.4,1401,45.9,49,0,0
525,65432147704,654321,297.4,309.4,1620,35.4,51,0,0
526,65432147705,654321,297.4,309.4,1466,45.5,53,0,0
527,65432147706,654321,297.6,309.5,1373,50.6,55,0,0
528,78912315387,789123,297.6,309.6,1592,35.8,57,0,0
529,78912315388,789123,297.5,309.5,1553,42.4,60,0,0
530,65432147709,654321,297.6,309.5,1569,36.2,63,0,0
531,78912315390,789123,297.6,309.5,1709,32.2,65,0,0
532,65432147711,654321,297.6,309.5,1549,34.9,68,0,0
533,65432147712,654321,297.5,309.4,1443,45.4,70,0,0
534,65432147713,654321,297.5,309.3,1675,29.8,72,0,0
535,65432147714,654321,297.5,309.3,1623,33.4,74,0,0
536,12345629949,123456,297.4,309.3,1365,52.4,76,0,0
537,65432147716,654321,297.4,309.3,1759,24.8,81,0,0
538,12345629951,123456,297.4,309.3,1516,43,83,0,0
539,78912315398,789123,297.4,309.3,1499,36.8,88,0,0
540,78912315399,789123,297.4,309.3,1775,25.8,91,0,0
541,65432147720,654321,297.4,309.4,1473,45.5,94,0,0
542,65432147721,654321,297.4,309.4,1296,52.3,96,0,0
543,65432147722,654321,297.5,309.4,1803,24.7,98,0,0
544,12345629957,123456,297.5,309.3,1563,36.1,100,0,0
545,78912315404,789123,297.5,309.4,1831,26.6,105,0,0
546,65432147725,654321,297.6,309.4,1958,22.1,108,0,0
547,65432147726,654321,297.5,309.4,1809,24.3,110,0,0
548,78912315407,789123,297.5,309.4,1482,39.3,112,0,0
549,65432147728,654321,297.4,309.3,1332,53.2,115,0,0
550,65432147729,654321,297.4,309.2,1437,40.4,117,0,0
551,65432147730,654321,297.4,309.2,1698,29.4,119,0,0
552,65432147731,654321,297.4,309.2,1274,54.3,121,0,0
553,78912315412,789123,297.4,309.3,1622,35,123,0,0
554,78912315413,789123,297.4,309.3,1564,36,126,0,0
555,12345629968,123456,297.5,309.4,1368,45.3,129,0,0
556,78912315415,789123,297.4,309.4,1539,42.2,134,0,0
557,65432147736,654321,297.5,309.4,1357,50.1,137,0,0
558,78912315417,789123,297.5,309.4,1433,48.3,139,0,0
559,65432147738,654321,297.5,309.4,1650,34.6,142,0,0
560,65432147739,654321,297.5,309.4,1503,40.6,144,0,0
561,65432147740,654321,297.5,309.4,1318,58.2,146,0,0
562,78912315421,789123,297.5,309.4,1678,34.4,148,0,0
563,65432147742,654321,297.6,309.5,1574,30.9,151,0,0
564,65432147743,654321,297.7,309.6,1529,35.2,153,0,0
565,12345629978,123456,297.6,309.6,1669,32.1,155,0,0
566,12345629979,123456,297.7,309.7,1570,35.8,160,0,0
567,78912315426,789123,297.6,309.7,1541,33.7,165,0,0
568,78912315427,789123,297.7,309.7,1680,30.2,168,0,0
569,65432147748,654321,297.8,309.7,1935,22.1,171,0,0
570,78912315429,789123,297.7,309.6,1596,35.2,173,0,0
571,65432147750,654321,297.7,309.7,1498,41,176,0,0
572,78912315431,789123,297.8,309.8,1676,29,178,0,0
573,65432147752,654321,297.8,309.9,1351,49,181,0,0
574,65432147753,654321,297.9,309.9,1472,45,183,0,0
575,78912315434,789123,297.9,310,1439,41.7,185,0,0
576,78912315435,789123,297.9,309.9,1410,55.4,188,0,0
577,12345629990,123456,297.7,309.7,1440,51.1,191,0,0
578,65432147757,654321,297.7,309.7,1591,37.7,196,0,0
579,65432147758,654321,297.8,309.8,1533,36.8,198,0,0
580,78912315439,789123,297.8,309.7,1700,31.3,200,0,0
581,78912315440,789123,297.8,309.8,1798,25.5,203,0,0
582,65432147761,654321,297.8,309.7,1394,42.9,206,0,0
583,65432147762,654321,297.8,309.7,1341,49.2,208,0,0
584,12345629997,123456,297.7,309.6,1697,32.2,210,0,0
585,12345629998,123456,297.6,309.6,1419,48.2,215,0,0
586,65432147765,654321,297.6,309.5,2001,20.5,220,0,0
587,65432147766,654321,297.6,309.6,1501,49.8,222,1,2
588,12345630001,123456,297.6,309.5,1623,33.1,224,0,0
589,65432147768,654321,297.6,309.4,1628,33.4,229,0,0
590,65432147769,654321,297.6,309.4,1491,40.2,231,0,0
591,65432147770,654321,297.5,309.4,1517,36.7,233,0,0
592,12345630005,123456,297.5,309.3,1525,41.7,235,0,0
593,12345630006,123456,297.5,309.5,1668,27.9,240,0,0
594,65432147773,654321,297.5,309.6,1312,50.7,0,0,0
595,12345630008,123456,297.6,309.6,1278,50.4,2,0,0
596,78912315455,789123,297.6,309.6,1330,53.1,7,0,0
597,78912315456,789123,297.6,309.6,1530,37.3,10,0,0
598,12345630011,123456,297.6,309.6,1428,46.6,13,0,0
599,65432147778,654321,297.7,309.6,1480,47.9,18,0,0
600,12345630013,123456,297.7,309.7,1616,31.1,20,0,0
601,65432147780,654321,297.8,309.7,1547,37.3,25,0,0
602,65432147781,654321,297.9,309.7,2194,16.8,27,0,0
603,65432147782,654321,297.9,309.8,2000,21.3,29,0,0
604,65432147783,654321,297.9,309.8,1336,71.6,31,1,1
605,65432147784,654321,297.9,309.9,1542,33.8,33,0,0
606,78912315465,789123,297.9,309.8,1693,29.9,35,0,0
607,65432147786,654321,297.9,309.8,1461,50.5,38,0,0
608,78912315467,789123,298,309.9,1565,33.9,40,0,0
609,65432147788,654321,298,309.9,1403,47.7,43,0,0
610,65432147789,654321,298.1,309.9,1629,32.5,45,0,0
611,65432147790,654321,298.1,310,1534,33.7,47,0,0
612,65432147791,654321,298.1,310,1553,40.9,49,0,0
613,65432147792,654321,298.1,309.9,1563,32.8,51,0,0
614,65432147793,654321,298.1,309.9,1634,30,53,0,0
615,78912315474,789123,298,309.9,1445,45.2,55,0,0
616,65432147795,654321,298.1,309.9,1642,30.4,58,0,0
617,12345630030,123456,298.1,309.9,1686,29.1,60,0,0
618,78912315477,789123,298.1,310,1393,43.1,65,0,0
619,12345630032,123456,298.2,310,1433,44.2,68,0,0
620,65432147799,654321,298.3,310,1507,44.7,73,0,0
621,78912315480,789123,298.3,310.1,1389,49.6,75,0,0
622,65432147801,654321,298.3,310.1,1408,45.3,78,0,0
623,78912315482,789123,298.4,310.2,1725,32,80,0,0
624,65432147803,654321,298.4,310.1,1926,23.7,83,0,0
625,12345630038,123456,298.3,310.1,1509,37.6,85,0,0
626,65432147805,654321,298.3,310.1,1545,36.3,90,0,0
627,65432147806,654321,298.4,310.1,1533,35.2,92,0,0
628,65432147807,654321,298.4,310.1,1455,42.2,94,0,0
629,78912315488,789123,298.4,310.1,1335,57.8,96,0,0
630,65432147809,654321,298.3,310.1,1523,45.9,99,0,0
631,65432147810,654321,298.3,310,1460,47.6,101,0,0
632,65432147811,654321,298.4,310,1554,37.3,103,0,0
633,12345630046,123456,298.3,310,1419,47.1,105,0,0
634,65432147813,654321,298.3,310,1442,43.9,110,0,0
635,65432147814,654321,298.3,309.9,1507,41.6,112,0,0
636,65432147815,654321,298.3,310,1858,23.9,114,0,0
637,65432147816,654321,298.3,309.9,1463,43.9,116,0,0
638,65432147817,654321,298.2,309.7,1585,37.4,118,0,0
639,65432147818,654321,298,309.6,1536,37.3,120,0,0
640,65432147819,654321,298,309.6,1403,51.3,122,0,0
641,78912315500,789123,297.9,309.6,1515,38.8,124,0,0
642,65432147821,654321,297.9,309.5,1390,47.9,127,0,0
643,78912315502,789123,297.8,309.4,1226,58.7,129,0,0
644,78912315503,789123,297.8,309.4,1495,36.5,132,0,0
645,12345630058,123456,297.7,309.4,1608,30.2,135,0,0
646,65432147825,654321,297.7,309.4,1392,44.1,140,0,0
647,78912315506,789123,297.7,309.4,1461,43.7,142,0,0
648,65432147827,654321,297.7,309.3,1559,36.9,145,0,0
649,12345630062,123456,297.7,309.3,1400,48.9,147,0,0
650,78912315509,789123,297.7,309.2,1732,28.8,152,0,0
651,65432147830,654321,297.6,309.2,1611,33.1,155,0,0
652,65432147831,654321,297.6,309.1,1503,38.9,157,0,0
653,65432147832,654321,297.7,309.2,1391,44.5,159,0,0
654,65432147833,654321,297.8,309.3,2015,20.1,161,0,0
655,65432147834,654321,297.8,309.2,1683,30.9,163,0,0
656,65432147835,654321,297.7,309.1,1435,38.8,165,0,0
657,78912315516,789123,297.7,309.1,1732,28.1,167,0,0
658,65432147837,654321,297.7,309.2,1365,58.6,170,0,0
659,65432147838,654321,297.7,309.1,1562,36.8,172,0,0
660,65432147839,654321,297.6,309.1,1449,49.1,174,0,0
661,78912315520,789123,297.7,309.2,1700,27.4,176,0,0
662,78912315521,789123,297.6,309,1427,45.6,179,0,0
663,78912315522,789123,297.6,308.9,1479,38.1,182,0,0
664,65432147843,654321,297.5,308.9,1469,44,185,0,0
665,65432147844,654321,297.5,308.9,1390,47.4,187,0,0
666,65432147845,654321,297.5,308.9,1729,28.1,189,0,0
667,65432147846,654321,297.5,309,1470,43.5,191,0,0
668,65432147847,654321,297.5,308.9,1459,48.5,193,0,0
669,65432147848,654321,297.5,308.9,1738,24,195,0,0
670,12345630083,123456,297.5,308.9,1471,37.7,197,0,0
671,65432147850,654321,297.6,309,1822,25.4,202,0,0
672,65432147851,654321,297.5,308.9,1554,34.8,204,0,0
673,78912315532,789123,297.6,308.9,1433,43.2,206,0,0
674,65432147853,654321,297.6,308.9,1449,47.7,209,0,0
675,65432147854,654321,297.8,309,1456,41.2,0,0,0
676,78912315535,789123,297.8,309.1,1424,45.5,2,0,0
677,12345630090,123456,297.9,309.2,1577,34.7,5,0,0
678,65432147857,654321,297.9,309.2,1478,39.7,10,0,0
679,78912315538,789123,297.8,309.2,1295,61.2,12,0,0
680,65432147859,654321,297.8,309.2,1372,47.3,15,0,0
681,78912315540,789123,297.8,309.1,1432,42.6,17,0,0
682,78912315541,789123,297.7,309,1656,33.2,20,0,0
683,12345630096,123456,297.8,309,1410,48.8,23,0,0
684,65432147863,654321,297.7,309,1874,24.4,28,0,0
685,65432147864,654321,297.7,309,1538,43.2,30,0,0
686,78912315545,789123,297.7,309,1636,29.7,32,0,0
687,78912315546,789123,297.7,309,1504,40.4,35,0,0
688,78912315547,789123,297.7,309,1531,42.4,38,0,0
689,12345630102,123456,297.6,309,1735,26.4,41,0,0
690,12345630103,123456,297.6,309,1354,55.6,46,0,0
691,12345630104,123456,297.6,309,1413,40.2,51,0,0
692,65432147871,654321,297.7,309.1,1563,39.3,56,0,0
693,65432147872,654321,297.7,309.1,1479,42.1,58,0,0
694,65432147873,654321,297.7,309.1,1477,38.3,60,0,0
695,65432147874,654321,297.6,309.1,1394,50,62,0,0
696,65432147875,654321,297.6,309,1487,45.4,64,0,0
697,78912315556,789123,297.6,309,1815,25.3,66,0,0
698,78912315557,789123,297.6,308.8,1453,39.7,69,0,0
699,65432147878,654321,297.6,308.8,1539,40.2,72,0,0
700,12345630113,123456,297.5,308.7,1416,39.2,74,0,0
701,78912315560,789123,297.6,308.8,1683,31.6,79,0,0
702,65432147881,654321,297.7,308.8,1515,40.1,82,0,0
703,78912315562,789123,297.7,308.9,1531,48.3,84,0,0
704,12345630117,123456,297.7,308.9,1479,40.9,87,0,0
705,65432147884,654321,297.7,308.9,1516,33.7,92,0,0
706,65432147885,654321,297.7,309,1507,38.2,94,0,0
707,78912315566,789123,297.8,309,1434,43.3,96,0,0
708,65432147887,654321,297.7,308.9,1838,27.3,99,0,0
709,78912315568,789123,297.6,308.8,1416,45.9,101,0,0
710,78912315569,789123,297.6,308.8,1357,49.7,104,0,0
711,78912315570,789123,297.5,308.7,1697,28.1,107,0,0
712,65432147891,654321,297.5,308.7,1443,46.2,110,0,0
713,65432147892,654321,297.5,308.7,1453,37.6,112,0,0
714,65432147893,654321,297.4,308.6,1439,46.4,114,0,0
715,65432147894,654321,297.4,308.6,1609,36.2,116,0,0
716,65432147895,654321,297.4,308.6,1324,59.1,118,0,0
717,12345630130,123456,297.4,308.6,1420,45.8,120,0,0
718,65432147897,654321,297.4,308.7,1545,36.9,125,0,0
719,65432147898,654321,297.5,308.8,1477,39,127,0,0
720,65432147899,654321,297.4,308.8,1447,58.1,129,0,0
721,65432147900,654321,297.4,308.9,1809,23.8,131,0,0
722,65432147901,654321,297.5,308.9,1696,30.9,133,0,0
723,65432147902,654321,297.5,308.9,1427,44.7,135,0,0
724,78912315583,789123,297.4,308.9,1500,46.3,137,0,0
725,65432147904,654321,297.5,308.9,1390,44.6,140,0,0
726,65432147905,654321,297.4,308.8,1640,34.2,142,0,0
727,78912315586,789123,297.4,308.8,1628,37.4,144,0,0
728,12345630141,123456,297.3,308.6,1499,37.6,147,0,0
729,78912315588,789123,297.4,308.7,1425,50.3,152,0,0
730,65432147909,654321,297.3,308.6,1586,37.7,155,0,0
731,78912315590,789123,297.3,308.6,1471,50.7,157,0,0
732,78912315591,789123,297.3,308.6,1431,53,160,0,0
733,65432147912,654321,297.2,308.6,1924,22.1,163,0,0
734,78912315593,789123,297.1,308.4,1421,42,165,0,0
735,12345630148,123456,297,308.4,1305,54.6,168,0,0
736,65432147915,654321,296.9,308.4,1557,32.4,173,0,0
737,65432147916,654321,296.9,308.3,1555,38.2,175,0,0
738,12345630151,123456,296.9,308.3,1474,39.2,177,0,0
739,65432147918,654321,296.8,308.3,1506,45.9,182,0,0
740,65432147919,654321,296.9,308.4,1390,41.8,184,0,0
741,78912315600,789123,296.9,308.4,1450,46.9,186,0,0
742,65432147921,654321,296.9,308.3,1513,38.8,189,0,0
743,65432147922,654321,296.8,308.2,1643,34.7,191,0,0
744,65432147923,654321,296.8,308.2,1361,53.8,193,0,0
745,65432147924,654321,296.7,308.1,1450,40.9,195,0,0
746,65432147925,654321,296.7,308,1451,50.7,197,0,0
747,65432147926,654321,296.8,308.1,1289,62,199,1,2
748,65432147927,654321,296.8,308.1,1356,48.3,201,0,0
749,12345630162,123456,296.7,308.1,1528,46.3,203,0,0
750,65432147929,654321,296.6,308,1978,22.3,208,0,0
751,65432147930,654321,296.7,308,1535,36.8,210,0,0
752,78912315611,789123,296.8,308.1,1843,24.2,212,0,0
753,65432147932,654321,296.9,308.1,1422,48.7,215,0,0
754,65432147933,654321,296.8,308,1536,40.4,217,0,0
755,78912315614,789123,296.9,308.1,1483,44.3,219,0,0
756,12345630169,123456,296.8,308.1,1492,43.7,222,0,0
757,65432147936,654321,296.8,308,1584,40.4,227,0,0
758,65432147937,654321,296.9,308.1,1555,33.7,229,0,0
759,65432147938,654321,296.8,308,1497,41.7,231,0,0
760,78912315619,789123,296.7,307.8,1537,36.3,233,0,0
761,65432147940,654321,296.7,307.8,1505,39.4,236,0,0
762,65432147941,654321,296.7,307.8,1646,34.6,238,0,0
763,78912315622,789123,296.7,307.8,1286,60.5,0,0,0
764,65432147943,654321,296.7,307.8,1400,47.5,3,0,0
765,65432147944,654321,296.8,307.9,1337,56.5,5,0,0
766,65432147945,654321,296.9,308,1332,53.9,7,0,0
767,65432147946,654321,296.8,308,1561,38.3,9,0,0
768,65432147947,654321,296.9,308,1546,31.1,11,0,0
769,65432147948,654321,296.9,308,1713,29.3,13,0,0
770,65432147949,654321,296.9,308,1343,44.5,15,0,0
771,65432147950,654321,296.8,308,1391,54.4,17,0,0
772,12345630185,123456,296.8,308,1311,58.6,19,0,0
773,12345630186,123456,296.8,308,1453,51,24,0,0
774,65432147953,654321,296.8,308,1510,39.4,29,0,0
775,65432147954,654321,296.8,307.9,1448,48.8,31,0,0
776,65432147955,654321,296.7,307.8,1453,46,33,0,0
777,65432147956,654321,296.7,307.8,1468,39.2,35,0,0
778,65432147957,654321,296.7,307.8,1382,47.5,37,0,0
779,65432147958,654321,296.7,308,1580,32.2,39,0,0
780,65432147959,654321,296.8,308,1666,29.8,41,0,0
781,78912315640,789123,296.9,308,1409,50.7,43,0,0
782,65432147961,654321,296.8,308,1675,29.7,46,0,0
783,65432147962,654321,296.8,307.9,1698,30.8,48,0,0
784,12345630197,123456,296.7,307.9,1579,33.4,50,0,0
785,65432147964,654321,296.7,307.9,1743,27.9,55,0,0
786,78912315645,789123,296.9,308,1497,44.8,57,0,0
787,65432147966,654321,296.9,308.1,1741,28.8,60,0,0
788,65432147967,654321,296.9,308.1,1435,45.3,62,0,0
789,78912315648,789123,296.9,308.1,1440,46.3,64,0,0
790,78912315649,789123,296.9,308,1641,33.3,67,0,0
791,65432147970,654321,296.8,307.9,1420,45.4,70,0,0
792,65432147971,654321,296.8,307.9,1611,35.4,72,0,0
793,65432147972,654321,296.8,307.8,1373,42.9,74,0,0
794,78912315653,789123,296.8,307.9,1683,31.8,76,0,0
795,12345630208,123456,296.9,307.9,1547,32.6,79,0,0
796,65432147975,654321,296.9,307.8,1605,37,84,0,0
797,78912315656,789123,296.9,307.9,2010,18.9,86,0,0
798,65432147977,654321,296.8,307.7,1565,40.1,89,0,0
799,78912315658,789123,296.9,307.8,1828,24.6,91,0,0
800,78912315659,789123,297,307.8,1579,34.1,94,0,0
801,78912315660,789123,297,307.9,1882,24.2,97,0,0
802,65432147981,654321,296.9,307.8,1285,52.1,100,0,0
803,65432147982,654321,296.9,307.8,1571,35,102,0,0
804,12345630217,123456,296.9,307.8,1549,37.8,104,0,0
805,78912315664,789123,296.9,307.8,1544,37.6,109,0,0
806,78912315665,789123,297,307.9,1412,47.4,112,0,0
807,78912315666,789123,297,307.9,1422,53,115,0,0
808,65432147987,654321,297,307.7,1867,22.8,118,0,0
809,65432147988,654321,296.9,307.7,1424,43.3,120,0,0
810,65432147989,654321,296.9,307.6,1452,45.7,122,0,0
811,65432147990,654321,296.9,307.7,1550,39.7,124,0,0
812,65432147991,654321,296.8,307.6,1588,37.6,126,0,0
813,65432147992,654321,296.8,307.6,1338,44.4,128,0,0
814,65432147993,654321,296.8,307.6,1513,40,130,0,0
815,78912315674,789123,296.8,307.5,1470,45.9,132,0,0
816,78912315675,789123,296.8,307.5,1516,36.7,135,0,0
817,65432147996,654321,296.8,307.6,1434,48.3,138,0,0
818,65432147997,654321,296.8,307.6,1368,52,140,0,0
819,65432147998,654321,296.8,307.6,1304,48.7,142,0,0
820,65432147999,654321,296.8,307.6,1398,46.7,144,0,0
821,65432148000,654321,296.7,307.6,1516,37.4,146,0,0
822,65432148001,654321,296.7,307.6,1474,41.7,148,0,0
823,78912315682,789123,296.7,307.6,1547,34.7,150,0,0
824,78912315683,789123,296.6,307.5,1482,39.9,153,0,0
825,65432148004,654321,296.6,307.4,1436,42.8,156,0,0
826,65432148005,654321,296.6,307.3,1474,40,158,0,0
827,65432148006,654321,296.5,307.2,1481,38.2,160,0,0
828,65432148007,654321,296.5,307.3,1501,42.1,162,0,0
829,65432148008,654321,296.5,307.3,1566,37.2,164,0,0
830,65432148009,654321,296.5,307.3,1579,34.5,166,0,0
831,65432148010,654321,296.6,307.4,1631,35,168,0,0
832,78912315691,789123,296.6,307.4,1544,42.3,170,0,0
833,65432148012,654321,296.6,307.4,1521,38.6,173,0,0
834,65432148013,654321,296.6,307.4,1616,28,175,0,0
835,12345630248,123456,296.6,307.4,1333,50.2,177,0,0
836,78912315695,789123,296.7,307.4,1533,32.5,182,0,0
837,65432148016,654321,296.6,307.4,1368,45.1,185,0,0
838,65432148017,654321,296.6,307.4,1465,47.8,187,0,0
839,12345630252,123456,296.6,307.4,1406,41.5,189,0,0
840,78912315699,789123,296.5,307.4,1565,43.5,194,0,0
841,65432148020,654321,296.6,307.5,1582,37.9,197,0,0
842,65432148021,654321,296.6,307.5,1439,45.5,199,0,0
843,78912315702,789123,296.6,307.5,1566,35,201,0,0
844,65432148023,654321,296.6,307.5,1485,42.7,204,0,0
845,65432148024,654321,296.5,307.5,1566,35.1,206,0,0
846,65432148025,654321,296.3,307.3,1439,41.5,208,0,0
847,78912315706,789123,296.4,307.4,1416,50,210,0,0
848,65432148027,654321,296.4,307.4,2833,5.6,213,1,1
849,65432148028,654321,296.3,307.4,1465,47.1,215,0,0
850,12345630263,123456,296.4,307.4,1586,35.5,0,0,0
851,65432148030,654321,296.3,307.3,1567,31.4,5,0,0
852,78912315711,789123,296.2,307.2,1389,48.6,7,0,0
853,78912315712,789123,296.3,307.3,1368,49.5,10,0,0
854,65432148033,654321,296.3,307.3,1444,49,13,0,0
855,78912315714,789123,296.3,307.3,1498,41.6,15,0,0
856,65432148035,654321,296.1,307.2,1615,30.8,18,0,0
857,65432148036,654321,296.1,307.1,1898,22.7,20,0,0
858,78912315717,789123,296.1,307.1,1350,53.3,22,0,0
859,78912315718,789123,296.2,307,1516,37.6,25,0,0
860,12345630273,123456,296.2,307,1542,40.6,28,0,0
861,12345630274,123456,296.1,306.9,1541,32.6,33,0,0
862,78912315721,789123,296.1,306.9,1951,23.3,38,0,0
863,12345630276,123456,296.1,306.8,1645,31,41,0,0
864,65432148043,654321,296,306.7,1416,44.2,46,0,0
865,78912315724,789123,296,306.7,2044,22.3,48,0,0
866,65432148045,654321,295.9,306.6,1414,50.2,51,0,0
